id,target_prot,seqid,fam_cluster,padloc_system,padloc_gene,deffinder_system,deffinder_gene,start,end,rel_start,rel_end,strand,flip_strand,product,locus_tag,assembly_accession,species_taxid,kingdom,phylum,class,order,family,genus,species,linecolor,fillcolor
WP_057866091.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,113965,114267,-17143,-16841,+,+,hypothetical protein,FC85_RS13765,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866092.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,114318,114788,-16790,-16320,+,+,NUDIX hydrolase,FC85_RS13770,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866093.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,114851,115417,-16257,-15691,-,-,MarR family transcriptional regulator,FC85_RS13775,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866094.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,115668,116426,-15440,-14682,+,+,MerR family transcriptional regulator,FC85_RS13780,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866095.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,116529,117875,-14579,-13233,-,-,M20 family metallopeptidase,FC85_RS13785,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866096.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,117925,119442,-13183,-11666,-,-,YfcC family protein,FC85_RS13790,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866097.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,119741,120706,-11367,-10402,+,+,D-2-hydroxyacid dehydrogenase,FC85_RS13795,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866098.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,121033,122163,-10075,-8945,+,+,exonuclease SbcCD subunit D,FC85_RS13800,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866099.1,WP_057866106.1,NZ_AZEY01000105.1,51,,,,,122166,125303,-8942,-5805,+,+,SMC family ATPase,FC85_RS13805,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[56.62136113314165, 107.83390323696727, 99.91652550731254, 255]","[113.2427222662833, 215.66780647393455, 199.83305101462508, 255]"
WP_057866100.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,125336,125692,-5772,-5416,+,+,hypothetical protein,FC85_RS13810,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866101.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,125710,126225,-5398,-4883,-,-,ClbS/DfsB family four-helix bundle protein,FC85_RS13815,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866102.1,WP_057866106.1,NZ_AZEY01000105.1,29,,,,,126527,127300,-4581,-3808,-,-,ATP-binding cassette domain-containing protein,FC85_RS13820,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[89.09197598769674, 118.18633316023202, 92.15547276793596, 255]","[178.18395197539348, 236.37266632046405, 184.31094553587192, 255]"
WP_057866103.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,127293,128192,-3815,-2916,-,-,ABC transporter permease,FC85_RS13825,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866104.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,128189,129187,-2919,-1921,-,-,tryptophan ABC transporter substrate-binding protein,FC85_RS13830,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866105.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,129527,130885,-1581,-223,-,-,adenylosuccinate lyase,FC85_RS13835,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866106.1,WP_057866106.1,NZ_AZEY01000105.1,0,cas_type_II-A,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,131108,135199,0,4091,+,+,type II CRISPR RNA-guided endonuclease Cas9,FC85_RS13840,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_057866107.1,WP_057866106.1,NZ_AZEY01000105.1,1,cas_type_II-A,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,135415,136320,4307,5212,+,+,type II CRISPR-associated endonuclease Cas1,FC85_RS13845,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_147008558.1,WP_057866106.1,NZ_AZEY01000105.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,136298,136603,5190,5495,+,+,CRISPR-associated endonuclease Cas2,FC85_RS13850,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_057866108.1,WP_057866106.1,NZ_AZEY01000105.1,2,cas_type_II-A,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,136600,137271,5492,6163,+,+,type II-A CRISPR-associated protein Csn2,FC85_RS13855,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_057866109.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,142300,143067,11192,11959,+,+,hypothetical protein,FC85_RS13860,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_157486229.1,WP_261792749.1,NZ_POTQ01000013.1,5,,,,,1,326,-11498,-11173,+,+,RNA-guided endonuclease TnpB family protein,C1Y38_RS06615,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
WP_222948552.1,WP_261792749.1,NZ_POTQ01000013.1,10,,,,,566,1168,-10933,-10331,-,-,cadmium resistance transporter,C1Y38_RS06620,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.325083463359285, 61.532460035453816, 96.7070759811814, 255]","[70.65016692671857, 123.06492007090763, 193.4141519623628, 255]"
WP_003685094.1,WP_261792749.1,NZ_POTQ01000013.1,11,,,,,1178,1858,-10321,-9641,-,-,DUF554 domain-containing protein,C1Y38_RS06625,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.2947127096455, 36.77689093569376, 29.322333998038154, 255]","[196.589425419291, 73.55378187138751, 58.64466799607631, 255]"
WP_103205488.1,WP_261792749.1,NZ_POTQ01000013.1,8,,,,,2033,2572,-9466,-8927,+,+,peptide-methionine (S)-S-oxide reductase MsrA,C1Y38_RS06630,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_015638869.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,2876,3016,-8623,-8483,+,+,hypothetical protein,C1Y38_RS11425,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_103205489.1,WP_261792749.1,NZ_POTQ01000013.1,12,,,,,3106,3954,-8393,-7545,+,+,MetQ/NlpA family ABC transporter substrate-binding protein,C1Y38_RS06635,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[28.969630186921364, 75.64884471295056, 97.18879583456662, 255]","[57.93926037384273, 151.29768942590113, 194.37759166913324, 255]"
WP_003681828.1,WP_261792749.1,NZ_POTQ01000013.1,8,,,,,3967,4488,-7532,-7011,+,+,peptide-methionine (S)-S-oxide reductase MsrA,C1Y38_RS06640,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_070446988.1,WP_261792749.1,NZ_POTQ01000013.1,22,,,,,4753,5010,-6746,-6489,+,+,CPBP family intramembrane metalloprotease,C1Y38_RS06650,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[94.2483399876158, 23.398058339443676, 20.575129690885394, 255]","[188.4966799752316, 46.79611667888735, 41.15025938177079, 255]"
WP_261792748.1,WP_261792749.1,NZ_POTQ01000013.1,6,,,,,5111,5542,-6388,-5957,+,+,phosphate-starvation-inducible protein PsiE,C1Y38_RS06655,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
WP_003681822.1,WP_261792749.1,NZ_POTQ01000013.1,4,,,,,5557,6369,-5942,-5130,+,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,C1Y38_RS06660,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_103205490.1,WP_261792749.1,NZ_POTQ01000013.1,15,,,,,6431,7072,-5068,-4427,-,-,thiamine phosphate synthase,C1Y38_RS06665,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.50717223500317, 114.90848647205591, 86.95687033773437, 255]","[195.01434447000634, 229.81697294411182, 173.91374067546874, 255]"
WP_100184062.1,WP_261792749.1,NZ_POTQ01000013.1,4,,,,,7237,8034,-4262,-3465,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,C1Y38_RS06670,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_103205491.1,WP_261792749.1,NZ_POTQ01000013.1,18,,,,,8057,8821,-3442,-2678,-,-,hydroxyethylthiazole kinase,C1Y38_RS06675,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_101889100.1,WP_261792749.1,NZ_POTQ01000013.1,7,,,,,9267,11234,-2232,-265,+,+,hypothetical protein,C1Y38_RS06680,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[75.46964627440586, 117.3744886305716, 97.33528625349952, 255]","[150.93929254881172, 234.7489772611432, 194.67057250699904, 255]"
WP_261792749.1,WP_261792749.1,NZ_POTQ01000013.1,0,cas_type_II-A,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,11499,15635,0,4136,+,+,type II CRISPR RNA-guided endonuclease Cas9,C1Y38_RS06685,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_101889102.1,WP_261792749.1,NZ_POTQ01000013.1,1,cas_type_II-A,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,15843,16748,4344,5249,+,+,type II CRISPR-associated endonuclease Cas1,C1Y38_RS06690,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_021349505.1,WP_261792749.1,NZ_POTQ01000013.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,16726,17031,5227,5532,+,+,CRISPR-associated endonuclease Cas2,C1Y38_RS06695,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_003681807.1,WP_261792749.1,NZ_POTQ01000013.1,2,cas_type_II-A,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,17028,17699,5529,6200,+,+,type II-A CRISPR-associated protein Csn2,C1Y38_RS06700,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_003688751.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,18800,19087,7301,7588,+,+,transposase,C1Y38_RS06710,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_046948010.1,WP_261792749.1,NZ_POTQ01000013.1,48,,,,,19111,19989,7612,8490,+,+,IS3 family transposase,C1Y38_RS06715,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
WP_103205493.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,19975,20868,8476,9369,-,-,KxYKxGKxW signal peptide domain-containing protein,C1Y38_RS06720,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_103205494.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,21665,23143,10166,11644,+,+,amidase,C1Y38_RS06725,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_003683294.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,24355,25488,12856,13989,-,-,class I SAM-dependent RNA methyltransferase,C1Y38_RS06735,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_003683293.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,25531,25980,14032,14481,-,-,NUDIX hydrolase,C1Y38_RS06740,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_249665655.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,25984,27135,14485,15636,-,-,ATP-binding protein,C1Y38_RS06745,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_103205496.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,27273,29207,15774,17708,-,-,GTP-binding protein,C1Y38_RS06750,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_015639179.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,29860,30219,18361,18720,-,-,cell division regulator GpsB,C1Y38_RS06760,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_041812844.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,30327,30923,18828,19424,-,-,DUF1273 domain-containing protein,C1Y38_RS06765,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_003683279.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,31015,31650,19516,20151,+,+,Holliday junction resolvase RecU,C1Y38_RS06770,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_103205497.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,31643,33907,20144,22408,+,+,transglycosylase domain-containing protein,C1Y38_RS06775,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_103205498.1,WP_261792749.1,NZ_POTQ01000013.1,,,,,,34014,34925,22515,23426,-,-,DMT family transporter,C1Y38_RS06780,GCF_002899655.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
